X,Y,Z,IN_frac,MK_frac,INC_frac
10.62,-9.84,30.714094,0.557201961,0,0.442798039
0,-8.66,30.714094,0.597002102,0,0.402997898
1.18,-8.66,30.714094,0.597002102,0,0.402997898
2.36,-8.66,30.714094,0.597002102,0,0.402997898
3.54,-8.66,30.714094,0.597002102,0,0.402997898
4.72,-8.66,30.714094,0.597002102,0,0.402997898
5.9,-8.66,30.714094,0.597002102,0,0.402997898
7.08,-8.66,30.714094,0.597002102,0,0.402997898
8.26,-8.66,30.714094,0.597002102,0,0.402997898
9.44,-8.66,30.714094,0.597002102,0,0.402997898
10.62,-8.66,30.714094,0.597002102,0,0.402997898
0,-7.48,30.714094,0.676602382,0,0.323397618
1.18,-7.48,30.714094,0.676602382,0,0.323397618
2.36,-7.48,30.714094,0.676602382,0,0.323397618
3.54,-7.48,30.714094,0.676602382,0,0.323397618
4.72,-7.48,30.714094,0.676602382,0,0.323397618
5.9,-7.48,30.714094,0.676602382,0,0.323397618
7.08,-7.48,30.714094,0.676602382,0,0.323397618
8.26,-7.48,30.714094,0.676602382,0,0.323397618
9.44,-7.48,30.714094,0.676602382,0,0.323397618
10.62,-7.48,30.714094,0.676602382,0,0.323397618
0,-6.3,30.714094,0.716402522,0,0.283597478
1.18,-6.3,30.714094,0.716402522,0,0.283597478
2.36,-6.3,30.714094,0.716402522,0,0.283597478
3.54,-6.3,30.714094,0.716402522,0,0.283597478
4.72,-6.3,30.714094,0.716402522,0,0.283597478
5.9,-6.3,30.714094,0.716402522,0,0.283597478
7.08,-6.3,30.714094,0.716402522,0,0.283597478
8.26,-6.3,30.714094,0.716402522,0,0.283597478
9.44,-6.3,30.714094,0.716402522,0,0.283597478
10.62,-6.3,30.714094,0.716402522,0,0.283597478
0,-5.12,30.714094,0.756202662,0,0.243797338
1.18,-5.12,30.714094,0.756202662,0,0.243797338
2.36,-5.12,30.714094,0.756202662,0,0.243797338
3.54,-5.12,30.714094,0.756202662,0,0.243797338
4.72,-5.12,30.714094,0.756202662,0,0.243797338
5.9,-5.12,30.714094,0.756202662,0,0.243797338
7.08,-5.12,30.714094,0.756202662,0,0.243797338
8.26,-5.12,30.714094,0.756202662,0,0.243797338
9.44,-5.12,30.714094,0.756202662,0,0.243797338
10.62,-5.12,30.714094,0.756202662,0,0.243797338
0,-3.94,30.714094,0.796002802,0,0.203997198
1.18,-3.94,30.714094,0.796002802,0,0.203997198
2.36,-3.94,30.714094,0.796002802,0,0.203997198
3.54,-3.94,30.714094,0.796002802,0,0.203997198
4.72,-3.94,30.714094,0.796002802,0,0.203997198
5.9,-3.94,30.714094,0.796002802,0,0.203997198
7.08,-3.94,30.714094,0.796002802,0,0.203997198
8.26,-3.94,30.714094,0.796002802,0,0.203997198
9.44,-3.94,30.714094,0.796002802,0,0.203997198
10.62,-3.94,30.714094,0.796002802,0,0.203997198
0,-2.76,30.714094,0.835802942,0,0.164197058
1.18,-2.76,30.714094,0.835802942,0,0.164197058
2.36,-2.76,30.714094,0.835802942,0,0.164197058
3.54,-2.76,30.714094,0.835802942,0,0.164197058
4.72,-2.76,30.714094,0.835802942,0,0.164197058
5.9,-2.76,30.714094,0.835802942,0,0.164197058
7.08,-2.76,30.714094,0.835802942,0,0.164197058
8.26,-2.76,30.714094,0.835802942,0,0.164197058
9.44,-2.76,30.714094,0.835802942,0,0.164197058
10.62,-2.76,30.714094,0.835802942,0,0.164197058
0,-1.58,30.714094,0.875603082,0,0.124396918
1.18,-1.58,30.714094,0.875603082,0,0.124396918
2.36,-1.58,30.714094,0.875603082,0,0.124396918
3.54,-1.58,30.714094,0.875603082,0,0.124396918
4.72,-1.58,30.714094,0.875603082,0,0.124396918
5.9,-1.58,30.714094,0.875603082,0,0.124396918
7.08,-1.58,30.714094,0.875603082,0,0.124396918
8.26,-1.58,30.714094,0.875603082,0,0.124396918
9.44,-1.58,30.714094,0.875603082,0,0.124396918
10.62,-1.58,30.714094,0.875603082,0,0.124396918
0,-0.400000000000002,30.714094,0.94286118,0,0.05713882
1.18,-0.400000000000002,30.714094,0.94286118,0,0.05713882
2.36,-0.400000000000002,30.714094,0.94286118,0,0.05713882
3.54,-0.400000000000002,30.714094,0.94286118,0,0.05713882
4.72,-0.400000000000002,30.714094,0.94286118,0,0.05713882
5.9,-0.400000000000002,30.714094,0.94286118,0,0.05713882
7.08,-0.400000000000002,30.714094,0.94286118,0,0.05713882
8.26,-0.400000000000002,30.714094,0.94286118,0,0.05713882
9.44,-0.400000000000002,30.714094,0.94286118,0,0.05713882
10.62,-0.400000000000002,30.714094,0.94286118,0,0.05713882
0,0.779999999999998,30.714094,0.915403222,0,0.084596778
1.18,0.779999999999998,30.714094,0.915403222,0,0.084596778
2.36,0.779999999999998,30.714094,0.915403222,0,0.084596778
3.54,0.779999999999998,30.714094,0.915403222,0,0.084596778
4.72,0.779999999999998,30.714094,0.915403222,0,0.084596778
5.9,0.779999999999998,30.714094,0.915403222,0,0.084596778
7.08,0.779999999999998,30.714094,0.915403222,0,0.084596778
8.26,0.779999999999998,30.714094,0.915403222,0,0.084596778
9.44,0.779999999999998,30.714094,0.915403222,0,0.084596778
10.62,0.779999999999998,30.714094,0.915403222,0,0.084596778
0,1.96,30.714094,0.875603082,0,0.124396918
1.18,1.96,30.714094,0.875603082,0,0.124396918
2.36,1.96,30.714094,0.875603082,0,0.124396918
3.54,1.96,30.714094,0.875603082,0,0.124396918
4.72,1.96,30.714094,0.875603082,0,0.124396918
5.9,1.96,30.714094,0.875603082,0,0.124396918
7.08,1.96,30.714094,0.875603082,0,0.124396918
8.26,1.96,30.714094,0.875603082,0,0.124396918
9.44,1.96,30.714094,0.875603082,0,0.124396918
10.62,1.96,30.714094,0.875603082,0,0.124396918
0,3.14,30.714094,0.835802942,0,0.164197058
1.18,3.14,30.714094,0.835802942,0,0.164197058
2.36,3.14,30.714094,0.835802942,0,0.164197058
3.54,3.14,30.714094,0.835802942,0,0.164197058
4.72,3.14,30.714094,0.835802942,0,0.164197058
5.9,3.14,30.714094,0.835802942,0,0.164197058
7.08,3.14,30.714094,0.835802942,0,0.164197058
8.26,3.14,30.714094,0.835802942,0,0.164197058
9.44,3.14,30.714094,0.835802942,0,0.164197058
10.62,3.14,30.714094,0.835802942,0,0.164197058
0,4.32,30.714094,0.796002802,0,0.203997198
1.18,4.32,30.714094,0.796002802,0,0.203997198
2.36,4.32,30.714094,0.796002802,0,0.203997198
3.54,4.32,30.714094,0.796002802,0,0.203997198
4.72,4.32,30.714094,0.796002802,0,0.203997198
5.9,4.32,30.714094,0.796002802,0,0.203997198
7.08,4.32,30.714094,0.796002802,0,0.203997198
8.26,4.32,30.714094,0.796002802,0,0.203997198
9.44,4.32,30.714094,0.796002802,0,0.203997198
10.62,4.32,30.714094,0.796002802,0,0.203997198
0,5.5,30.714094,0.756202662,0,0.243797338
1.18,5.5,30.714094,0.756202662,0,0.243797338
2.36,5.5,30.714094,0.756202662,0,0.243797338
3.54,5.5,30.714094,0.756202662,0,0.243797338
4.72,5.5,30.714094,0.756202662,0,0.243797338
5.9,5.5,30.714094,0.756202662,0,0.243797338
7.08,5.5,30.714094,0.756202662,0,0.243797338
8.26,5.5,30.714094,0.756202662,0,0.243797338
9.44,5.5,30.714094,0.756202662,0,0.243797338
10.62,5.5,30.714094,0.756202662,0,0.243797338
0,6.68,30.714094,0.676602382,0,0.323397618
1.18,6.68,30.714094,0.676602382,0,0.323397618
2.36,6.68,30.714094,0.676602382,0,0.323397618
3.54,6.68,30.714094,0.676602382,0,0.323397618
4.72,6.68,30.714094,0.676602382,0,0.323397618
5.9,6.68,30.714094,0.676602382,0,0.323397618
7.08,6.68,30.714094,0.676602382,0,0.323397618
8.26,6.68,30.714094,0.676602382,0,0.323397618
9.44,6.68,30.714094,0.676602382,0,0.323397618
10.62,6.68,30.714094,0.676602382,0,0.323397618
0,7.86,30.714094,0.636802242,0,0.363197758
1.18,7.86,30.714094,0.636802242,0,0.363197758
2.36,7.86,30.714094,0.636802242,0,0.363197758
3.54,7.86,30.714094,0.636802242,0,0.363197758
4.72,7.86,30.714094,0.636802242,0,0.363197758
5.9,7.86,30.714094,0.636802242,0,0.363197758
7.08,7.86,30.714094,0.636802242,0,0.363197758
8.26,7.86,30.714094,0.636802242,0,0.363197758
9.44,7.86,30.714094,0.636802242,0,0.363197758
10.62,7.86,30.714094,0.636802242,0,0.363197758
0,9.04,30.714094,0.597002102,0,0.402997898
1.18,9.04,30.714094,0.597002102,0,0.402997898
2.36,9.04,30.714094,0.597002102,0,0.402997898
3.54,9.04,30.714094,0.597002102,0,0.402997898
4.72,9.04,30.714094,0.597002102,0,0.402997898
5.9,9.04,30.714094,0.597002102,0,0.402997898
7.08,9.04,30.714094,0.597002102,0,0.402997898
8.26,9.04,30.714094,0.597002102,0,0.402997898
9.44,9.04,30.714094,0.597002102,0,0.402997898
10.62,9.04,30.714094,0.597002102,0,0.402997898
0,10.22,30.714094,0.557201961,0,0.442798039
1.18,10.22,30.714094,0.557201961,0,0.442798039
2.36,10.22,30.714094,0.557201961,0,0.442798039
3.54,10.22,30.714094,0.557201961,0,0.442798039
4.72,10.22,30.714094,0.557201961,0,0.442798039
5.9,10.22,30.714094,0.557201961,0,0.442798039
7.08,10.22,30.714094,0.557201961,0,0.442798039
8.26,10.22,30.714094,0.557201961,0,0.442798039
9.44,10.22,30.714094,0.557201961,0,0.442798039
10.62,10.22,30.714094,0.557201961,0,0.442798039
0,11.4,30.714094,0.517401821,0,0.482598179
1.18,11.4,30.714094,0.517401821,0,0.482598179
2.36,11.4,30.714094,0.517401821,0,0.482598179
3.54,11.4,30.714094,0.517401821,0,0.482598179
4.72,11.4,30.714094,0.517401821,0,0.482598179
5.9,11.4,30.714094,0.517401821,0,0.482598179
7.08,11.4,30.714094,0.517401821,0,0.482598179
8.26,11.4,30.714094,0.517401821,0,0.482598179
9.44,11.4,30.714094,0.517401821,0,0.482598179
10.62,11.4,30.714094,0.517401821,0,0.482598179
0,12.58,30.714094,0.437801541,0,0.562198459
1.18,12.58,30.714094,0.437801541,0,0.562198459
2.36,12.58,30.714094,0.437801541,0,0.562198459
3.54,12.58,30.714094,0.437801541,0,0.562198459
4.72,12.58,30.714094,0.437801541,0,0.562198459
5.9,12.58,30.714094,0.437801541,0,0.562198459
7.08,12.58,30.714094,0.437801541,0,0.562198459
8.26,12.58,30.714094,0.437801541,0,0.562198459
9.44,12.58,30.714094,0.437801541,0,0.562198459
10.62,12.58,30.714094,0.437801541,0,0.562198459
0,13.76,30.714094,0.398001401,0,0.601998599
1.18,13.76,30.714094,0.398001401,0,0.601998599
2.36,13.76,30.714094,0.398001401,0,0.601998599
3.54,13.76,30.714094,0.398001401,0,0.601998599
4.72,13.76,30.714094,0.398001401,0,0.601998599
5.9,13.76,30.714094,0.398001401,0,0.601998599
7.08,13.76,30.714094,0.398001401,0,0.601998599
8.26,13.76,30.714094,0.398001401,0,0.601998599
9.44,13.76,30.714094,0.398001401,0,0.601998599
10.62,13.76,30.714094,0.398001401,0,0.601998599
0,14.94,30.714094,0.358201261,0,0.641798739
1.18,14.94,30.714094,0.358201261,0,0.641798739
2.36,14.94,30.714094,0.358201261,0,0.641798739
3.54,14.94,30.714094,0.358201261,0,0.641798739
4.72,14.94,30.714094,0.358201261,0,0.641798739
5.9,14.94,30.714094,0.358201261,0,0.641798739
7.08,14.94,30.714094,0.358201261,0,0.641798739
8.26,14.94,30.714094,0.358201261,0,0.641798739
9.44,14.94,30.714094,0.358201261,0,0.641798739
10.62,14.94,30.714094,0.358201261,0,0.641798739
0,16.12,30.714094,0.318401121,0,0.681598879
1.18,16.12,30.714094,0.318401121,0,0.681598879
2.36,16.12,30.714094,0.318401121,0,0.681598879
3.54,16.12,30.714094,0.318401121,0,0.681598879
4.72,16.12,30.714094,0.318401121,0,0.681598879
5.9,16.12,30.714094,0.318401121,0,0.681598879
7.08,16.12,30.714094,0.318401121,0,0.681598879
8.26,16.12,30.714094,0.318401121,0,0.681598879
9.44,16.12,30.714094,0.318401121,0,0.681598879
10.62,16.12,30.714094,0.318401121,0,0.681598879
0,17.3,30.714094,0.278600981,0,0.721399019
1.18,17.3,30.714094,0.278600981,0,0.721399019
2.36,17.3,30.714094,0.278600981,0,0.721399019
3.54,17.3,30.714094,0.278600981,0,0.721399019
4.72,17.3,30.714094,0.278600981,0,0.721399019
5.9,17.3,30.714094,0.278600981,0,0.721399019
7.08,17.3,30.714094,0.278600981,0,0.721399019
8.26,17.3,30.714094,0.278600981,0,0.721399019
9.44,17.3,30.714094,0.278600981,0,0.721399019
10.62,17.3,30.714094,0.278600981,0,0.721399019
0,18.48,30.714094,0.238800841,0,0.761199159
1.18,18.48,30.714094,0.238800841,0,0.761199159
2.36,18.48,30.714094,0.238800841,0,0.761199159
3.54,18.48,30.714094,0.238800841,0,0.761199159
4.72,18.48,30.714094,0.238800841,0,0.761199159
5.9,18.48,30.714094,0.238800841,0,0.761199159
7.08,18.48,30.714094,0.238800841,0,0.761199159
8.26,18.48,30.714094,0.238800841,0,0.761199159
9.44,18.48,30.714094,0.238800841,0,0.761199159
10.62,18.48,30.714094,0.238800841,0,0.761199159
0,19.66,30.714094,0.15920056,0,0.84079944
1.18,19.66,30.714094,0.15920056,0,0.84079944
2.36,19.66,30.714094,0.15920056,0,0.84079944
3.54,19.66,30.714094,0.15920056,0,0.84079944
4.72,19.66,30.714094,0.15920056,0,0.84079944
5.9,19.66,30.714094,0.15920056,0,0.84079944
7.08,19.66,30.714094,0.15920056,0,0.84079944
8.26,19.66,30.714094,0.15920056,0,0.84079944
9.44,19.66,30.714094,0.15920056,0,0.84079944
10.62,19.66,30.714094,0.15920056,0,0.84079944
0,20.84,30.714094,0.11940042,0,0.88059958
1.18,20.84,30.714094,0.11940042,0,0.88059958
2.36,20.84,30.714094,0.11940042,0,0.88059958
3.54,20.84,30.714094,0.11940042,0,0.88059958
4.72,20.84,30.714094,0.11940042,0,0.88059958
5.9,20.84,30.714094,0.11940042,0,0.88059958
7.08,20.84,30.714094,0.11940042,0,0.88059958
8.26,20.84,30.714094,0.11940042,0,0.88059958
9.44,20.84,30.714094,0.11940042,0,0.88059958
10.62,20.84,30.714094,0.11940042,0,0.88059958
0,22.02,30.714094,0.079892392,0,0.920107608
1.18,22.02,30.714094,0.079892392,0,0.920107608
2.36,22.02,30.714094,0.079892392,0,0.920107608
3.54,22.02,30.714094,0.079892392,0,0.920107608
4.72,22.02,30.714094,0.079892392,0,0.920107608
5.9,22.02,30.714094,0.079892392,0,0.920107608
7.08,22.02,30.714094,0.079892392,0,0.920107608
8.26,22.02,30.714094,0.079892392,0,0.920107608
9.44,22.02,30.714094,0.079892392,0,0.920107608
10.62,22.02,30.714094,0.079892392,0,0.920107608
0,-20.46,31.334094,0.158614184,0,0.841385816
1.18,-20.46,31.334094,0.158614184,0,0.841385816
2.36,-20.46,31.334094,0.158614184,0,0.841385816
3.54,-20.46,31.334094,0.158614184,0,0.841385816
4.72,-20.46,31.334094,0.158614184,0,0.841385816
5.9,-20.46,31.334094,0.158614184,0,0.841385816
7.08,-20.46,31.334094,0.158614184,0,0.841385816
8.26,-20.46,31.334094,0.158614184,0,0.841385816
9.44,-20.46,31.334094,0.158614184,0,0.841385816
10.62,-20.46,31.334094,0.158614184,0,0.841385816
0,-19.28,31.334094,0.19826773,0,0.80173227
1.18,-19.28,31.334094,0.19826773,0,0.80173227
2.36,-19.28,31.334094,0.19826773,0,0.80173227
3.54,-19.28,31.334094,0.19826773,0,0.80173227
4.72,-19.28,31.334094,0.19826773,0,0.80173227
5.9,-19.28,31.334094,0.19826773,0,0.80173227
7.08,-19.28,31.334094,0.19826773,0,0.80173227
8.26,-19.28,31.334094,0.19826773,0,0.80173227
9.44,-19.28,31.334094,0.19826773,0,0.80173227
10.62,-19.28,31.334094,0.19826773,0,0.80173227
0,-18.1,31.334094,0.237921277,0,0.762078723
1.18,-18.1,31.334094,0.237921277,0,0.762078723
2.36,-18.1,31.334094,0.237921277,0,0.762078723
3.54,-18.1,31.334094,0.237921277,0,0.762078723
4.72,-18.1,31.334094,0.237921277,0,0.762078723
5.9,-18.1,31.334094,0.237921277,0,0.762078723
7.08,-18.1,31.334094,0.237921277,0,0.762078723
8.26,-18.1,31.334094,0.237921277,0,0.762078723
9.44,-18.1,31.334094,0.237921277,0,0.762078723
10.62,-18.1,31.334094,0.237921277,0,0.762078723
0,-16.92,31.334094,0.277574823,0,0.722425177
1.18,-16.92,31.334094,0.277574823,0,0.722425177
2.36,-16.92,31.334094,0.277574823,0,0.722425177
3.54,-16.92,31.334094,0.277574823,0,0.722425177
4.72,-16.92,31.334094,0.277574823,0,0.722425177
5.9,-16.92,31.334094,0.277574823,0,0.722425177
7.08,-16.92,31.334094,0.277574823,0,0.722425177
8.26,-16.92,31.334094,0.277574823,0,0.722425177
9.44,-16.92,31.334094,0.277574823,0,0.722425177
10.62,-16.92,31.334094,0.277574823,0,0.722425177
0,-15.74,31.334094,0.317228369,0,0.682771631
1.18,-15.74,31.334094,0.317228369,0,0.682771631
2.36,-15.74,31.334094,0.317228369,0,0.682771631
3.54,-15.74,31.334094,0.317228369,0,0.682771631
4.72,-15.74,31.334094,0.317228369,0,0.682771631
5.9,-15.74,31.334094,0.317228369,0,0.682771631
7.08,-15.74,31.334094,0.317228369,0,0.682771631
8.26,-15.74,31.334094,0.317228369,0,0.682771631
9.44,-15.74,31.334094,0.317228369,0,0.682771631
10.62,-15.74,31.334094,0.317228369,0,0.682771631
0,-14.56,31.334094,0.356881915,0,0.643118085
1.18,-14.56,31.334094,0.356881915,0,0.643118085
2.36,-14.56,31.334094,0.356881915,0,0.643118085
3.54,-14.56,31.334094,0.356881915,0,0.643118085
4.72,-14.56,31.334094,0.356881915,0,0.643118085
5.9,-14.56,31.334094,0.356881915,0,0.643118085
7.08,-14.56,31.334094,0.356881915,0,0.643118085
8.26,-14.56,31.334094,0.356881915,0,0.643118085
9.44,-14.56,31.334094,0.356881915,0,0.643118085
10.62,-14.56,31.334094,0.356881915,0,0.643118085
0,-13.38,31.334094,0.436189007,0,0.563810993
1.18,-13.38,31.334094,0.436189007,0,0.563810993
2.36,-13.38,31.334094,0.436189007,0,0.563810993
3.54,-13.38,31.334094,0.436189007,0,0.563810993
4.72,-13.38,31.334094,0.436189007,0,0.563810993
5.9,-13.38,31.334094,0.436189007,0,0.563810993
7.08,-13.38,31.334094,0.436189007,0,0.563810993
8.26,-13.38,31.334094,0.436189007,0,0.563810993
9.44,-13.38,31.334094,0.436189007,0,0.563810993
10.62,-13.38,31.334094,0.436189007,0,0.563810993
0,-12.2,31.334094,0.475842553,0,0.524157447
1.18,-12.2,31.334094,0.475842553,0,0.524157447
2.36,-12.2,31.334094,0.475842553,0,0.524157447
3.54,-12.2,31.334094,0.475842553,0,0.524157447
4.72,-12.2,31.334094,0.475842553,0,0.524157447
5.9,-12.2,31.334094,0.475842553,0,0.524157447
7.08,-12.2,31.334094,0.475842553,0,0.524157447
8.26,-12.2,31.334094,0.475842553,0,0.524157447
9.44,-12.2,31.334094,0.475842553,0,0.524157447
10.62,-12.2,31.334094,0.475842553,0,0.524157447
0,-11.02,31.334094,0.515496099,0,0.484503901
1.18,-11.02,31.334094,0.515496099,0,0.484503901
2.36,-11.02,31.334094,0.515496099,0,0.484503901
3.54,-11.02,31.334094,0.515496099,0,0.484503901
4.72,-11.02,31.334094,0.515496099,0,0.484503901
5.9,-11.02,31.334094,0.515496099,0,0.484503901
7.08,-11.02,31.334094,0.515496099,0,0.484503901
8.26,-11.02,31.334094,0.515496099,0,0.484503901
9.44,-11.02,31.334094,0.515496099,0,0.484503901
10.62,-11.02,31.334094,0.515496099,0,0.484503901
0,-9.84,31.334094,0.555149645,0,0.444850355
1.18,-9.84,31.334094,0.555149645,0,0.444850355
2.36,-9.84,31.334094,0.555149645,0,0.444850355
3.54,-9.84,31.334094,0.555149645,0,0.444850355
4.72,-9.84,31.334094,0.555149645,0,0.444850355
5.9,-9.84,31.334094,0.555149645,0,0.444850355
7.08,-9.84,31.334094,0.555149645,0,0.444850355
8.26,-9.84,31.334094,0.555149645,0,0.444850355
9.44,-9.84,31.334094,0.555149645,0,0.444850355
10.62,-9.84,31.334094,0.555149645,0,0.444850355
0,-8.66,31.334094,0.594803191,0,0.405196809
1.18,-8.66,31.334094,0.594803191,0,0.405196809
2.36,-8.66,31.334094,0.594803191,0,0.405196809
3.54,-8.66,31.334094,0.594803191,0,0.405196809
4.72,-8.66,31.334094,0.594803191,0,0.405196809
5.9,-8.66,31.334094,0.594803191,0,0.405196809
7.08,-8.66,31.334094,0.594803191,0,0.405196809
8.26,-8.66,31.334094,0.594803191,0,0.405196809
9.44,-8.66,31.334094,0.594803191,0,0.405196809
10.62,-8.66,31.334094,0.594803191,0,0.405196809
0,-7.48,31.334094,0.674110283,0,0.325889717
1.18,-7.48,31.334094,0.674110283,0,0.325889717
2.36,-7.48,31.334094,0.674110283,0,0.325889717
3.54,-7.48,31.334094,0.674110283,0,0.325889717
4.72,-7.48,31.334094,0.674110283,0,0.325889717
5.9,-7.48,31.334094,0.674110283,0,0.325889717
7.08,-7.48,31.334094,0.674110283,0,0.325889717
8.26,-7.48,31.334094,0.674110283,0,0.325889717
9.44,-7.48,31.334094,0.674110283,0,0.325889717
10.62,-7.48,31.334094,0.674110283,0,0.325889717
0,-6.3,31.334094,0.71376383,0,0.28623617
1.18,-6.3,31.334094,0.71376383,0,0.28623617
2.36,-6.3,31.334094,0.71376383,0,0.28623617
3.54,-6.3,31.334094,0.71376383,0,0.28623617
4.72,-6.3,31.334094,0.71376383,0,0.28623617
5.9,-6.3,31.334094,0.71376383,0,0.28623617
7.08,-6.3,31.334094,0.71376383,0,0.28623617
8.26,-6.3,31.334094,0.71376383,0,0.28623617
9.44,-6.3,31.334094,0.71376383,0,0.28623617
10.62,-6.3,31.334094,0.71376383,0,0.28623617
0,-5.12,31.334094,0.753417376,0,0.246582624
1.18,-5.12,31.334094,0.753417376,0,0.246582624
2.36,-5.12,31.334094,0.753417376,0,0.246582624
3.54,-5.12,31.334094,0.753417376,0,0.246582624
4.72,-5.12,31.334094,0.753417376,0,0.246582624
5.9,-5.12,31.334094,0.753417376,0,0.246582624
7.08,-5.12,31.334094,0.753417376,0,0.246582624
8.26,-5.12,31.334094,0.753417376,0,0.246582624
9.44,-5.12,31.334094,0.753417376,0,0.246582624
10.62,-5.12,31.334094,0.753417376,0,0.246582624
0,-3.94,31.334094,0.793070922,0,0.206929078
1.18,-3.94,31.334094,0.793070922,0,0.206929078
2.36,-3.94,31.334094,0.793070922,0,0.206929078
3.54,-3.94,31.334094,0.793070922,0,0.206929078
4.72,-3.94,31.334094,0.793070922,0,0.206929078
5.9,-3.94,31.334094,0.793070922,0,0.206929078
7.08,-3.94,31.334094,0.793070922,0,0.206929078
8.26,-3.94,31.334094,0.793070922,0,0.206929078
9.44,-3.94,31.334094,0.793070922,0,0.206929078
10.62,-3.94,31.334094,0.793070922,0,0.206929078
0,-2.76,31.334094,0.832724468,0,0.167275532
1.18,-2.76,31.334094,0.832724468,0,0.167275532
2.36,-2.76,31.334094,0.832724468,0,0.167275532
3.54,-2.76,31.334094,0.832724468,0,0.167275532
4.72,-2.76,31.334094,0.832724468,0,0.167275532
5.9,-2.76,31.334094,0.832724468,0,0.167275532
7.08,-2.76,31.334094,0.832724468,0,0.167275532
8.26,-2.76,31.334094,0.832724468,0,0.167275532
9.44,-2.76,31.334094,0.832724468,0,0.167275532
10.62,-2.76,31.334094,0.832724468,0,0.167275532
0,-1.58,31.334094,0.872378014,0,0.127621986
1.18,-1.58,31.334094,0.872378014,0,0.127621986
2.36,-1.58,31.334094,0.872378014,0,0.127621986
3.54,-1.58,31.334094,0.872378014,0,0.127621986
4.72,-1.58,31.334094,0.872378014,0,0.127621986
5.9,-1.58,31.334094,0.872378014,0,0.127621986
7.08,-1.58,31.334094,0.872378014,0,0.127621986
8.26,-1.58,31.334094,0.872378014,0,0.127621986
9.44,-1.58,31.334094,0.872378014,0,0.127621986
10.62,-1.58,31.334094,0.872378014,0,0.127621986
0,-0.400000000000002,31.334094,0.939388383,0,0.060611617
1.18,-0.400000000000002,31.334094,0.939388383,0,0.060611617
2.36,-0.400000000000002,31.334094,0.939388383,0,0.060611617
3.54,-0.400000000000002,31.334094,0.939388383,0,0.060611617
4.72,-0.400000000000002,31.334094,0.939388383,0,0.060611617
5.9,-0.400000000000002,31.334094,0.939388383,0,0.060611617
7.08,-0.400000000000002,31.334094,0.939388383,0,0.060611617
8.26,-0.400000000000002,31.334094,0.939388383,0,0.060611617
9.44,-0.400000000000002,31.334094,0.939388383,0,0.060611617
10.62,-0.400000000000002,31.334094,0.939388383,0,0.060611617
0,0.779999999999998,31.334094,0.91203156,0,0.08796844
1.18,0.779999999999998,31.334094,0.91203156,0,0.08796844
2.36,0.779999999999998,31.334094,0.91203156,0,0.08796844
3.54,0.779999999999998,31.334094,0.91203156,0,0.08796844
4.72,0.779999999999998,31.334094,0.91203156,0,0.08796844
5.9,0.779999999999998,31.334094,0.91203156,0,0.08796844
7.08,0.779999999999998,31.334094,0.91203156,0,0.08796844
8.26,0.779999999999998,31.334094,0.91203156,0,0.08796844
9.44,0.779999999999998,31.334094,0.91203156,0,0.08796844
10.62,0.779999999999998,31.334094,0.91203156,0,0.08796844
0,1.96,31.334094,0.872378014,0,0.127621986
1.18,1.96,31.334094,0.872378014,0,0.127621986
2.36,1.96,31.334094,0.872378014,0,0.127621986
3.54,1.96,31.334094,0.872378014,0,0.127621986
4.72,1.96,31.334094,0.872378014,0,0.127621986
5.9,1.96,31.334094,0.872378014,0,0.127621986
7.08,1.96,31.334094,0.872378014,0,0.127621986
8.26,1.96,31.334094,0.872378014,0,0.127621986
9.44,1.96,31.334094,0.872378014,0,0.127621986
10.62,1.96,31.334094,0.872378014,0,0.127621986
0,3.14,31.334094,0.832724468,0,0.167275532
1.18,3.14,31.334094,0.832724468,0,0.167275532
2.36,3.14,31.334094,0.832724468,0,0.167275532
3.54,3.14,31.334094,0.832724468,0,0.167275532
4.72,3.14,31.334094,0.832724468,0,0.167275532
5.9,3.14,31.334094,0.832724468,0,0.167275532
7.08,3.14,31.334094,0.832724468,0,0.167275532
8.26,3.14,31.334094,0.832724468,0,0.167275532
9.44,3.14,31.334094,0.832724468,0,0.167275532
10.62,3.14,31.334094,0.832724468,0,0.167275532
0,4.32,31.334094,0.793070922,0,0.206929078
1.18,4.32,31.334094,0.793070922,0,0.206929078
2.36,4.32,31.334094,0.793070922,0,0.206929078
3.54,4.32,31.334094,0.793070922,0,0.206929078
4.72,4.32,31.334094,0.793070922,0,0.206929078
5.9,4.32,31.334094,0.793070922,0,0.206929078
7.08,4.32,31.334094,0.793070922,0,0.206929078
8.26,4.32,31.334094,0.793070922,0,0.206929078
9.44,4.32,31.334094,0.793070922,0,0.206929078
10.62,4.32,31.334094,0.793070922,0,0.206929078
0,5.5,31.334094,0.753417376,0,0.246582624
1.18,5.5,31.334094,0.753417376,0,0.246582624
2.36,5.5,31.334094,0.753417376,0,0.246582624
3.54,5.5,31.334094,0.753417376,0,0.246582624
4.72,5.5,31.334094,0.753417376,0,0.246582624
5.9,5.5,31.334094,0.753417376,0,0.246582624
7.08,5.5,31.334094,0.753417376,0,0.246582624
8.26,5.5,31.334094,0.753417376,0,0.246582624
9.44,5.5,31.334094,0.753417376,0,0.246582624
10.62,5.5,31.334094,0.753417376,0,0.246582624
0,6.68,31.334094,0.674110283,0,0.325889717
1.18,6.68,31.334094,0.674110283,0,0.325889717
2.36,6.68,31.334094,0.674110283,0,0.325889717
3.54,6.68,31.334094,0.674110283,0,0.325889717
