X,Y,Z
10.62,7.86,26.994094
0,9.04,26.994094
1.18,9.04,26.994094
2.36,9.04,26.994094
3.54,9.04,26.994094
4.72,9.04,26.994094
5.9,9.04,26.994094
7.08,9.04,26.994094
8.26,9.04,26.994094
9.44,9.04,26.994094
10.62,9.04,26.994094
0,10.22,26.994094
1.18,10.22,26.994094
2.36,10.22,26.994094
3.54,10.22,26.994094
4.72,10.22,26.994094
5.9,10.22,26.994094
7.08,10.22,26.994094
8.26,10.22,26.994094
9.44,10.22,26.994094
10.62,10.22,26.994094
0,11.4,26.994094
1.18,11.4,26.994094
2.36,11.4,26.994094
3.54,11.4,26.994094
4.72,11.4,26.994094
5.9,11.4,26.994094
7.08,11.4,26.994094
8.26,11.4,26.994094
9.44,11.4,26.994094
10.62,11.4,26.994094
0,12.58,26.994094
1.18,12.58,26.994094
2.36,12.58,26.994094
3.54,12.58,26.994094
4.72,12.58,26.994094
5.9,12.58,26.994094
7.08,12.58,26.994094
8.26,12.58,26.994094
9.44,12.58,26.994094
10.62,12.58,26.994094
0,13.76,26.994094
1.18,13.76,26.994094
2.36,13.76,26.994094
3.54,13.76,26.994094
4.72,13.76,26.994094
5.9,13.76,26.994094
7.08,13.76,26.994094
8.26,13.76,26.994094
9.44,13.76,26.994094
10.62,13.76,26.994094
0,14.94,26.994094
1.18,14.94,26.994094
2.36,14.94,26.994094
3.54,14.94,26.994094
4.72,14.94,26.994094
5.9,14.94,26.994094
7.08,14.94,26.994094
8.26,14.94,26.994094
9.44,14.94,26.994094
10.62,14.94,26.994094
0,16.12,26.994094
1.18,16.12,26.994094
2.36,16.12,26.994094
3.54,16.12,26.994094
4.72,16.12,26.994094
5.9,16.12,26.994094
7.08,16.12,26.994094
8.26,16.12,26.994094
9.44,16.12,26.994094
10.62,16.12,26.994094
0,17.3,26.994094
1.18,17.3,26.994094
2.36,17.3,26.994094
3.54,17.3,26.994094
4.72,17.3,26.994094
5.9,17.3,26.994094
7.08,17.3,26.994094
8.26,17.3,26.994094
9.44,17.3,26.994094
10.62,17.3,26.994094
0,18.48,26.994094
1.18,18.48,26.994094
2.36,18.48,26.994094
3.54,18.48,26.994094
4.72,18.48,26.994094
5.9,18.48,26.994094
7.08,18.48,26.994094
8.26,18.48,26.994094
9.44,18.48,26.994094
10.62,18.48,26.994094
0,19.66,26.994094
1.18,19.66,26.994094
2.36,19.66,26.994094
3.54,19.66,26.994094
4.72,19.66,26.994094
5.9,19.66,26.994094
7.08,19.66,26.994094
8.26,19.66,26.994094
9.44,19.66,26.994094
10.62,19.66,26.994094
0,20.84,26.994094
1.18,20.84,26.994094
2.36,20.84,26.994094
3.54,20.84,26.994094
4.72,20.84,26.994094
5.9,20.84,26.994094
7.08,20.84,26.994094
8.26,20.84,26.994094
9.44,20.84,26.994094
10.62,20.84,26.994094
0,22.02,26.994094
1.18,22.02,26.994094
2.36,22.02,26.994094
3.54,22.02,26.994094
4.72,22.02,26.994094
5.9,22.02,26.994094
7.08,22.02,26.994094
8.26,22.02,26.994094
9.44,22.02,26.994094
10.62,22.02,26.994094
0,23.2,26.994094
1.18,23.2,26.994094
2.36,23.2,26.994094
3.54,23.2,26.994094
4.72,23.2,26.994094
5.9,23.2,26.994094
7.08,23.2,26.994094
8.26,23.2,26.994094
9.44,23.2,26.994094
10.62,23.2,26.994094
0,24.38,26.994094
1.18,24.38,26.994094
2.36,24.38,26.994094
3.54,24.38,26.994094
4.72,24.38,26.994094
5.9,24.38,26.994094
7.08,24.38,26.994094
8.26,24.38,26.994094
9.44,24.38,26.994094
10.62,24.38,26.994094
0,-24,27.614094
0,-22.82,27.614094
0,-21.64,27.614094
0,-20.46,27.614094
0,-19.28,27.614094
0,-18.1,27.614094
0,-16.92,27.614094
0,-15.74,27.614094
0,-14.56,27.614094
0,-13.38,27.614094
0,-12.2,27.614094
0,-11.02,27.614094
0,-9.84,27.614094
0,-8.66,27.614094
0,-7.48,27.614094
0,-6.3,27.614094
0,-5.12,27.614094
0,-3.94,27.614094
0,-2.76,27.614094
0,-1.58,27.614094
0,-0.400000000000002,27.614094
0,0.779999999999998,27.614094
0,1.96,27.614094
0,3.14,27.614094
0,4.32,27.614094
0,5.5,27.614094
0,6.68,27.614094
0,7.86,27.614094
0,9.04,27.614094
0,10.22,27.614094
0,11.4,27.614094
0,12.58,27.614094
0,13.76,27.614094
0,14.94,27.614094
0,16.12,27.614094
0,17.3,27.614094
0,18.48,27.614094
0,19.66,27.614094
0,20.84,27.614094
0,22.02,27.614094
0,23.2,27.614094
0,24.38,27.614094
1.18,-24,27.614094
1.18,-22.82,27.614094
1.18,-21.64,27.614094
1.18,-20.46,27.614094
1.18,-19.28,27.614094
1.18,-18.1,27.614094
1.18,-16.92,27.614094
1.18,-15.74,27.614094
1.18,-14.56,27.614094
1.18,-13.38,27.614094
1.18,-12.2,27.614094
1.18,-11.02,27.614094
1.18,-9.84,27.614094
1.18,-8.66,27.614094
1.18,-7.48,27.614094
1.18,-6.3,27.614094
1.18,-5.12,27.614094
1.18,-3.94,27.614094
1.18,-2.76,27.614094
1.18,-1.58,27.614094
1.18,-0.400000000000002,27.614094
1.18,0.779999999999998,27.614094
1.18,1.96,27.614094
1.18,3.14,27.614094
1.18,4.32,27.614094
1.18,5.5,27.614094
1.18,6.68,27.614094
1.18,7.86,27.614094
1.18,9.04,27.614094
1.18,10.22,27.614094
1.18,11.4,27.614094
1.18,12.58,27.614094
1.18,13.76,27.614094
1.18,14.94,27.614094
1.18,16.12,27.614094
1.18,17.3,27.614094
1.18,18.48,27.614094
1.18,19.66,27.614094
1.18,20.84,27.614094
1.18,22.02,27.614094
1.18,23.2,27.614094
1.18,24.38,27.614094
2.36,-24,27.614094
2.36,-22.82,27.614094
2.36,-21.64,27.614094
2.36,-20.46,27.614094
2.36,-19.28,27.614094
2.36,-18.1,27.614094
2.36,-16.92,27.614094
2.36,-15.74,27.614094
2.36,-14.56,27.614094
2.36,-13.38,27.614094
2.36,-12.2,27.614094
2.36,-11.02,27.614094
2.36,-9.84,27.614094
2.36,-8.66,27.614094
2.36,-7.48,27.614094
2.36,-6.3,27.614094
2.36,-5.12,27.614094
2.36,-3.94,27.614094
2.36,-2.76,27.614094
2.36,-1.58,27.614094
2.36,-0.400000000000002,27.614094
2.36,0.779999999999998,27.614094
2.36,1.96,27.614094
2.36,3.14,27.614094
2.36,4.32,27.614094
2.36,5.5,27.614094
2.36,6.68,27.614094
2.36,7.86,27.614094
2.36,9.04,27.614094
2.36,10.22,27.614094
2.36,11.4,27.614094
2.36,12.58,27.614094
2.36,13.76,27.614094
2.36,14.94,27.614094
2.36,16.12,27.614094
2.36,17.3,27.614094
2.36,18.48,27.614094
2.36,19.66,27.614094
2.36,20.84,27.614094
2.36,22.02,27.614094
2.36,23.2,27.614094
2.36,24.38,27.614094
3.54,-24,27.614094
3.54,-22.82,27.614094
3.54,-21.64,27.614094
3.54,-20.46,27.614094
3.54,-19.28,27.614094
3.54,-18.1,27.614094
3.54,-16.92,27.614094
3.54,-15.74,27.614094
3.54,-14.56,27.614094
3.54,-13.38,27.614094
3.54,-12.2,27.614094
3.54,-11.02,27.614094
3.54,-9.84,27.614094
3.54,-8.66,27.614094
3.54,-7.48,27.614094
3.54,-6.3,27.614094
3.54,-5.12,27.614094
3.54,-3.94,27.614094
3.54,-2.76,27.614094
3.54,-1.58,27.614094
3.54,-0.400000000000002,27.614094
3.54,0.779999999999998,27.614094
3.54,1.96,27.614094
3.54,3.14,27.614094
3.54,4.32,27.614094
3.54,5.5,27.614094
3.54,6.68,27.614094
3.54,7.86,27.614094
3.54,9.04,27.614094
3.54,10.22,27.614094
3.54,11.4,27.614094
3.54,12.58,27.614094
3.54,13.76,27.614094
3.54,14.94,27.614094
3.54,16.12,27.614094
3.54,17.3,27.614094
3.54,18.48,27.614094
3.54,19.66,27.614094
3.54,20.84,27.614094
3.54,22.02,27.614094
3.54,23.2,27.614094
3.54,24.38,27.614094
4.72,-24,27.614094
4.72,-22.82,27.614094
4.72,-21.64,27.614094
4.72,-20.46,27.614094
4.72,-19.28,27.614094
4.72,-18.1,27.614094
4.72,-16.92,27.614094
4.72,-15.74,27.614094
4.72,-14.56,27.614094
4.72,-13.38,27.614094
4.72,-12.2,27.614094
4.72,-11.02,27.614094
4.72,-9.84,27.614094
4.72,-8.66,27.614094
4.72,-7.48,27.614094
4.72,-6.3,27.614094
4.72,-5.12,27.614094
4.72,-3.94,27.614094
4.72,-2.76,27.614094
4.72,-1.58,27.614094
4.72,-0.400000000000002,27.614094
4.72,0.779999999999998,27.614094
4.72,1.96,27.614094
4.72,3.14,27.614094
4.72,4.32,27.614094
4.72,5.5,27.614094
4.72,6.68,27.614094
4.72,7.86,27.614094
4.72,9.04,27.614094
4.72,10.22,27.614094
4.72,11.4,27.614094
4.72,12.58,27.614094
4.72,13.76,27.614094
4.72,14.94,27.614094
4.72,16.12,27.614094
4.72,17.3,27.614094
4.72,18.48,27.614094
4.72,19.66,27.614094
4.72,20.84,27.614094
4.72,22.02,27.614094
4.72,23.2,27.614094
4.72,24.38,27.614094
5.9,-24,27.614094
5.9,-22.82,27.614094
5.9,-21.64,27.614094
5.9,-20.46,27.614094
5.9,-19.28,27.614094
5.9,-18.1,27.614094
5.9,-16.92,27.614094
5.9,-15.74,27.614094
5.9,-14.56,27.614094
5.9,-13.38,27.614094
5.9,-12.2,27.614094
5.9,-11.02,27.614094
5.9,-9.84,27.614094
5.9,-8.66,27.614094
5.9,-7.48,27.614094
5.9,-6.3,27.614094
5.9,-5.12,27.614094
5.9,-3.94,27.614094
5.9,-2.76,27.614094
5.9,-1.58,27.614094
5.9,-0.400000000000002,27.614094
5.9,0.779999999999998,27.614094
5.9,1.96,27.614094
5.9,3.14,27.614094
5.9,4.32,27.614094
5.9,5.5,27.614094
5.9,6.68,27.614094
5.9,7.86,27.614094
5.9,9.04,27.614094
5.9,10.22,27.614094
5.9,11.4,27.614094
5.9,12.58,27.614094
5.9,13.76,27.614094
5.9,14.94,27.614094
5.9,16.12,27.614094
5.9,17.3,27.614094
5.9,18.48,27.614094
5.9,19.66,27.614094
5.9,20.84,27.614094
5.9,22.02,27.614094
5.9,23.2,27.614094
5.9,24.38,27.614094
7.08,-24,27.614094
7.08,-22.82,27.614094
7.08,-21.64,27.614094
7.08,-20.46,27.614094
7.08,-19.28,27.614094
7.08,-18.1,27.614094
7.08,-16.92,27.614094
7.08,-15.74,27.614094
7.08,-14.56,27.614094
7.08,-13.38,27.614094
7.08,-12.2,27.614094
7.08,-11.02,27.614094
7.08,-9.84,27.614094
7.08,-8.66,27.614094
7.08,-7.48,27.614094
7.08,-6.3,27.614094
7.08,-5.12,27.614094
7.08,-3.94,27.614094
7.08,-2.76,27.614094
7.08,-1.58,27.614094
7.08,-0.400000000000002,27.614094
7.08,0.779999999999998,27.614094
7.08,1.96,27.614094
7.08,3.14,27.614094
7.08,4.32,27.614094
7.08,5.5,27.614094
7.08,6.68,27.614094
7.08,7.86,27.614094
7.08,9.04,27.614094
7.08,10.22,27.614094
7.08,11.4,27.614094
7.08,12.58,27.614094
7.08,13.76,27.614094
7.08,14.94,27.614094
7.08,16.12,27.614094
7.08,17.3,27.614094
7.08,18.48,27.614094
7.08,19.66,27.614094
7.08,20.84,27.614094
7.08,22.02,27.614094
7.08,23.2,27.614094
7.08,24.38,27.614094
8.26,-24,27.614094
8.26,-22.82,27.614094
8.26,-21.64,27.614094
8.26,-20.46,27.614094
8.26,-19.28,27.614094
8.26,-18.1,27.614094
8.26,-16.92,27.614094
8.26,-15.74,27.614094
8.26,-14.56,27.614094
8.26,-13.38,27.614094
8.26,-12.2,27.614094
8.26,-11.02,27.614094
8.26,-9.84,27.614094
8.26,-8.66,27.614094
8.26,-7.48,27.614094
8.26,-6.3,27.614094
8.26,-5.12,27.614094
8.26,-3.94,27.614094
8.26,-2.76,27.614094
8.26,-1.58,27.614094
8.26,-0.400000000000002,27.614094
8.26,0.779999999999998,27.614094
8.26,1.96,27.614094
8.26,3.14,27.614094
8.26,4.32,27.614094
8.26,5.5,27.614094
8.26,6.68,27.614094
8.26,7.86,27.614094
8.26,9.04,27.614094
8.26,10.22,27.614094
8.26,11.4,27.614094
8.26,12.58,27.614094
8.26,13.76,27.614094
8.26,14.94,27.614094
8.26,16.12,27.614094
8.26,17.3,27.614094
8.26,18.48,27.614094
8.26,19.66,27.614094
8.26,20.84,27.614094
8.26,22.02,27.614094
8.26,23.2,27.614094
8.26,24.38,27.614094
9.44,-24,27.614094
9.44,-22.82,27.614094
9.44,-21.64,27.614094
9.44,-20.46,27.614094
9.44,-19.28,27.614094
9.44,-18.1,27.614094
9.44,-16.92,27.614094
9.44,-15.74,27.614094
9.44,-14.56,27.614094
9.44,-13.38,27.614094
9.44,-12.2,27.614094
9.44,-11.02,27.614094
9.44,-9.84,27.614094
9.44,-8.66,27.614094
9.44,-7.48,27.614094
9.44,-6.3,27.614094
9.44,-5.12,27.614094
9.44,-3.94,27.614094
9.44,-2.76,27.614094
9.44,-1.58,27.614094
9.44,-0.400000000000002,27.614094
9.44,0.779999999999998,27.614094
9.44,1.96,27.614094
9.44,3.14,27.614094
9.44,4.32,27.614094
9.44,5.5,27.614094
9.44,6.68,27.614094
9.44,7.86,27.614094
9.44,9.04,27.614094
9.44,10.22,27.614094
9.44,11.4,27.614094
9.44,12.58,27.614094
9.44,13.76,27.614094
9.44,14.94,27.614094
9.44,16.12,27.614094
9.44,17.3,27.614094
9.44,18.48,27.614094
9.44,19.66,27.614094
9.44,20.84,27.614094
9.44,22.02,27.614094
9.44,23.2,27.614094
9.44,24.38,27.614094
10.62,-24,27.614094
10.62,-22.82,27.614094
10.62,-21.64,27.614094
10.62,-20.46,27.614094
10.62,-19.28,27.614094
10.62,-18.1,27.614094
10.62,-16.92,27.614094
10.62,-15.74,27.614094
10.62,-14.56,27.614094
10.62,-13.38,27.614094
10.62,-12.2,27.614094
10.62,-11.02,27.614094
10.62,-9.84,27.614094
10.62,-8.66,27.614094
10.62,-7.48,27.614094
10.62,-6.3,27.614094
10.62,-5.12,27.614094
10.62,-3.94,27.614094
10.62,-2.76,27.614094
10.62,-1.58,27.614094
10.62,-0.400000000000002,27.614094
10.62,0.779999999999998,27.614094
10.62,1.96,27.614094
10.62,3.14,27.614094
10.62,4.32,27.614094
10.62,5.5,27.614094
10.62,6.68,27.614094
10.62,7.86,27.614094
10.62,9.04,27.614094
10.62,10.22,27.614094
10.62,11.4,27.614094
10.62,12.58,27.614094
10.62,13.76,27.614094
10.62,14.94,27.614094
10.62,16.12,27.614094
10.62,17.3,27.614094
10.62,18.48,27.614094
10.62,19.66,27.614094
10.62,20.84,27.614094
10.62,22.02,27.614094
10.62,23.2,27.614094
10.62,24.38,27.614094
0,-24,28.234094
1.18,-24,28.234094
2.36,-24,28.234094
3.54,-24,28.234094
4.72,-24,28.234094
5.9,-24,28.234094
7.08,-24,28.234094
8.26,-24,28.234094
9.44,-24,28.234094
10.62,-24,28.234094
0,-22.82,28.234094
1.18,-22.82,28.234094
2.36,-22.82,28.234094
3.54,-22.82,28.234094
4.72,-22.82,28.234094
5.9,-22.82,28.234094
7.08,-22.82,28.234094
8.26,-22.82,28.234094
9.44,-22.82,28.234094
10.62,-22.82,28.234094
0,-21.64,28.234094
1.18,-21.64,28.234094
2.36,-21.64,28.234094
3.54,-21.64,28.234094
4.72,-21.64,28.234094
5.9,-21.64,28.234094
7.08,-21.64,28.234094
8.26,-21.64,28.234094
9.44,-21.64,28.234094
10.62,-21.64,28.234094
0,-20.46,28.234094
1.18,-20.46,28.234094
2.36,-20.46,28.234094
3.54,-20.46,28.234094
4.72,-20.46,28.234094
5.9,-20.46,28.234094
7.08,-20.46,28.234094
8.26,-20.46,28.234094
9.44,-20.46,28.234094
10.62,-20.46,28.234094
0,-19.28,28.234094
1.18,-19.28,28.234094
2.36,-19.28,28.234094
3.54,-19.28,28.234094
4.72,-19.28,28.234094
5.9,-19.28,28.234094
7.08,-19.28,28.234094
8.26,-19.28,28.234094
9.44,-19.28,28.234094
10.62,-19.28,28.234094
0,-18.1,28.234094
1.18,-18.1,28.234094
2.36,-18.1,28.234094
3.54,-18.1,28.234094
4.72,-18.1,28.234094
5.9,-18.1,28.234094
7.08,-18.1,28.234094
8.26,-18.1,28.234094
9.44,-18.1,28.234094
10.62,-18.1,28.234094
0,-16.92,28.234094
1.18,-16.92,28.234094
2.36,-16.92,28.234094
3.54,-16.92,28.234094
4.72,-16.92,28.234094
5.9,-16.92,28.234094
7.08,-16.92,28.234094
8.26,-16.92,28.234094
9.44,-16.92,28.234094
10.62,-16.92,28.234094
0,-15.74,28.234094
1.18,-15.74,28.234094
2.36,-15.74,28.234094
3.54,-15.74,28.234094
4.72,-15.74,28.234094
5.9,-15.74,28.234094
7.08,-15.74,28.234094
8.26,-15.74,28.234094
9.44,-15.74,28.234094
10.62,-15.74,28.234094
0,-14.56,28.234094
1.18,-14.56,28.234094
2.36,-14.56,28.234094
3.54,-14.56,28.234094
4.72,-14.56,28.234094
5.9,-14.56,28.234094
7.08,-14.56,28.234094
8.26,-14.56,28.234094
9.44,-14.56,28.234094
10.62,-14.56,28.234094
0,-13.38,28.234094
1.18,-13.38,28.234094
2.36,-13.38,28.234094
3.54,-13.38,28.234094
4.72,-13.38,28.234094
5.9,-13.38,28.234094
7.08,-13.38,28.234094
8.26,-13.38,28.234094
9.44,-13.38,28.234094
10.62,-13.38,28.234094
0,-12.2,28.234094
1.18,-12.2,28.234094
2.36,-12.2,28.234094
3.54,-12.2,28.234094
4.72,-12.2,28.234094
5.9,-12.2,28.234094
7.08,-12.2,28.234094
8.26,-12.2,28.234094
9.44,-12.2,28.234094
10.62,-12.2,28.234094
0,-11.02,28.234094
1.18,-11.02,28.234094
2.36,-11.02,28.234094
3.54,-11.02,28.234094
4.72,-11.02,28.234094
5.9,-11.02,28.234094
7.08,-11.02,28.234094
8.26,-11.02,28.234094
9.44,-11.02,28.234094
10.62,-11.02,28.234094
0,-9.84,28.234094
1.18,-9.84,28.234094
2.36,-9.84,28.234094
3.54,-9.84,28.234094
4.72,-9.84,28.234094
5.9,-9.84,28.234094
7.08,-9.84,28.234094
8.26,-9.84,28.234094
9.44,-9.84,28.234094
10.62,-9.84,28.234094
0,-8.66,28.234094
1.18,-8.66,28.234094
2.36,-8.66,28.234094
3.54,-8.66,28.234094
4.72,-8.66,28.234094
5.9,-8.66,28.234094
7.08,-8.66,28.234094
8.26,-8.66,28.234094
9.44,-8.66,28.234094
10.62,-8.66,28.234094
0,-7.48,28.234094
1.18,-7.48,28.234094
2.36,-7.48,28.234094
3.54,-7.48,28.234094
4.72,-7.48,28.234094
5.9,-7.48,28.234094
7.08,-7.48,28.234094
8.26,-7.48,28.234094
9.44,-7.48,28.234094
10.62,-7.48,28.234094
0,-6.3,28.234094
1.18,-6.3,28.234094
2.36,-6.3,28.234094
3.54,-6.3,28.234094
4.72,-6.3,28.234094
5.9,-6.3,28.234094
7.08,-6.3,28.234094
8.26,-6.3,28.234094
9.44,-6.3,28.234094
10.62,-6.3,28.234094
0,-5.12,28.234094
1.18,-5.12,28.234094
2.36,-5.12,28.234094
3.54,-5.12,28.234094
4.72,-5.12,28.234094
5.9,-5.12,28.234094
7.08,-5.12,28.234094
8.26,-5.12,28.234094
9.44,-5.12,28.234094
10.62,-5.12,28.234094
0,-3.94,28.234094
1.18,-3.94,28.234094
2.36,-3.94,28.234094
3.54,-3.94,28.234094
4.72,-3.94,28.234094
5.9,-3.94,28.234094
7.08,-3.94,28.234094
8.26,-3.94,28.234094
9.44,-3.94,28.234094
10.62,-3.94,28.234094
0,-2.76,28.234094
1.18,-2.76,28.234094
2.36,-2.76,28.234094
3.54,-2.76,28.234094
4.72,-2.76,28.234094
5.9,-2.76,28.234094
7.08,-2.76,28.234094
8.26,-2.76,28.234094
9.44,-2.76,28.234094
10.62,-2.76,28.234094
0,-1.58,28.234094
1.18,-1.58,28.234094
2.36,-1.58,28.234094
3.54,-1.58,28.234094
4.72,-1.58,28.234094
5.9,-1.58,28.234094
7.08,-1.58,28.234094
8.26,-1.58,28.234094
9.44,-1.58,28.234094
10.62,-1.58,28.234094
0,-0.400000000000002,28.234094
1.18,-0.400000000000002,28.234094
2.36,-0.400000000000002,28.234094
3.54,-0.400000000000002,28.234094
4.72,-0.400000000000002,28.234094
5.9,-0.400000000000002,28.234094
7.08,-0.400000000000002,28.234094
8.26,-0.400000000000002,28.234094
9.44,-0.400000000000002,28.234094
10.62,-0.400000000000002,28.234094
0,0.779999999999998,28.234094
1.18,0.779999999999998,28.234094
2.36,0.779999999999998,28.234094
3.54,0.779999999999998,28.234094
4.72,0.779999999999998,28.234094
5.9,0.779999999999998,28.234094
7.08,0.779999999999998,28.234094
8.26,0.779999999999998,28.234094
9.44,0.779999999999998,28.234094
10.62,0.779999999999998,28.234094
0,1.96,28.234094
1.18,1.96,28.234094
2.36,1.96,28.234094
3.54,1.96,28.234094
4.72,1.96,28.234094
5.9,1.96,28.234094
7.08,1.96,28.234094
8.26,1.96,28.234094
9.44,1.96,28.234094
10.62,1.96,28.234094
0,3.14,28.234094
1.18,3.14,28.234094
2.36,3.14,28.234094
3.54,3.14,28.234094
4.72,3.14,28.234094
5.9,3.14,28.234094
7.08,3.14,28.234094
8.26,3.14,28.234094
9.44,3.14,28.234094
10.62,3.14,28.234094
0,4.32,28.234094
1.18,4.32,28.234094
2.36,4.32,28.234094
3.54,4.32,28.234094
4.72,4.32,28.234094
5.9,4.32,28.234094
7.08,4.32,28.234094
8.26,4.32,28.234094
9.44,4.32,28.234094
10.62,4.32,28.234094
0,5.5,28.234094
1.18,5.5,28.234094
2.36,5.5,28.234094
3.54,5.5,28.234094
4.72,5.5,28.234094
5.9,5.5,28.234094
7.08,5.5,28.234094
8.26,5.5,28.234094
9.44,5.5,28.234094
10.62,5.5,28.234094
0,6.68,28.234094
1.18,6.68,28.234094
2.36,6.68,28.234094
3.54,6.68,28.234094
4.72,6.68,28.234094
5.9,6.68,28.234094
7.08,6.68,28.234094
8.26,6.68,28.234094
9.44,6.68,28.234094
10.62,6.68,28.234094
0,7.86,28.234094
1.18,7.86,28.234094
2.36,7.86,28.234094
3.54,7.86,28.234094
4.72,7.86,28.234094
5.9,7.86,28.234094
7.08,7.86,28.234094
8.26,7.86,28.234094
9.44,7.86,28.234094
10.62,7.86,28.234094
0,9.04,28.234094
1.18,9.04,28.234094
2.36,9.04,28.234094
3.54,9.04,28.234094
4.72,9.04,28.234094
5.9,9.04,28.234094
7.08,9.04,28.234094
8.26,9.04,28.234094
9.44,9.04,28.234094
10.62,9.04,28.234094
0,10.22,28.234094
1.18,10.22,28.234094
2.36,10.22,28.234094
3.54,10.22,28.234094
4.72,10.22,28.234094
5.9,10.22,28.234094
7.08,10.22,28.234094
8.26,10.22,28.234094
9.44,10.22,28.234094
10.62,10.22,28.234094
0,11.4,28.234094
1.18,11.4,28.234094
2.36,11.4,28.234094
3.54,11.4,28.234094
4.72,11.4,28.234094
5.9,11.4,28.234094
7.08,11.4,28.234094
8.26,11.4,28.234094
9.44,11.4,28.234094
10.62,11.4,28.234094
0,12.58,28.234094
1.18,12.58,28.234094
2.36,12.58,28.234094
3.54,12.58,28.234094
4.72,12.58,28.234094
5.9,12.58,28.234094
7.08,12.58,28.234094
8.26,12.58,28.234094
9.44,12.58,28.234094
10.62,12.58,28.234094
0,13.76,28.234094
1.18,13.76,28.234094
2.36,13.76,28.234094
3.54,13.76,28.234094
4.72,13.76,28.234094
5.9,13.76,28.234094
7.08,13.76,28.234094
8.26,13.76,28.234094
9.44,13.76,28.234094
10.62,13.76,28.234094
0,14.94,28.234094
1.18,14.94,28.234094
2.36,14.94,28.234094
3.54,14.94,28.234094
4.72,14.94,28.234094
5.9,14.94,28.234094
7.08,14.94,28.234094
8.26,14.94,28.234094
9.44,14.94,28.234094
10.62,14.94,28.234094
0,16.12,28.234094
1.18,16.12,28.234094
2.36,16.12,28.234094
3.54,16.12,28.234094
4.72,16.12,28.234094
5.9,16.12,28.234094
7.08,16.12,28.234094
8.26,16.12,28.234094
9.44,16.12,28.234094
10.62,16.12,28.234094
0,17.3,28.234094
1.18,17.3,28.234094
2.36,17.3,28.234094
3.54,17.3,28.234094
4.72,17.3,28.234094
5.9,17.3,28.234094
7.08,17.3,28.234094
8.26,17.3,28.234094
9.44,17.3,28.234094
10.62,17.3,28.234094
0,18.48,28.234094
1.18,18.48,28.234094
2.36,18.48,28.234094
3.54,18.48,28.234094
4.72,18.48,28.234094
5.9,18.48,28.234094
7.08,18.48,28.234094
8.26,18.48,28.234094
9.44,18.48,28.234094
10.62,18.48,28.234094
0,19.66,28.234094
1.18,19.66,28.234094
2.36,19.66,28.234094
3.54,19.66,28.234094
4.72,19.66,28.234094
5.9,19.66,28.234094
7.08,19.66,28.234094
8.26,19.66,28.234094
9.44,19.66,28.234094
10.62,19.66,28.234094
0,20.84,28.234094
1.18,20.84,28.234094
2.36,20.84,28.234094
3.54,20.84,28.234094
4.72,20.84,28.234094
5.9,20.84,28.234094
7.08,20.84,28.234094
8.26,20.84,28.234094
9.44,20.84,28.234094
10.62,20.84,28.234094
0,22.02,28.234094
1.18,22.02,28.234094
2.36,22.02,28.234094
3.54,22.02,28.234094
4.72,22.02,28.234094
5.9,22.02,28.234094
7.08,22.02,28.234094
8.26,22.02,28.234094
9.44,22.02,28.234094
10.62,22.02,28.234094
0,23.2,28.234094
1.18,23.2,28.234094
2.36,23.2,28.234094
3.54,23.2,28.234094
4.72,23.2,28.234094
5.9,23.2,28.234094
7.08,23.2,28.234094
8.26,23.2,28.234094
9.44,23.2,28.234094
10.62,23.2,28.234094
0,24.38,28.234094
1.18,24.38,28.234094
2.36,24.38,28.234094
3.54,24.38,28.234094
4.72,24.38,28.234094
5.9,24.38,28.234094
7.08,24.38,28.234094
8.26,24.38,28.234094
9.44,24.38,28.234094
10.62,24.38,28.234094
0,-24,28.854094
0,-22.82,28.854094
0,-21.64,28.854094
0,-20.46,28.854094
0,-19.28,28.854094
0,-18.1,28.854094
0,-16.92,28.854094
0,-15.74,28.854094
0,-14.56,28.854094
0,-13.38,28.854094
0,-12.2,28.854094
0,-11.02,28.854094
0,-9.84,28.854094
0,-8.66,28.854094
0,-7.48,28.854094
0,-6.3,28.854094
0,-5.12,28.854094
0,-3.94,28.854094
0,-2.76,28.854094
0,-1.58,28.854094
0,-0.400000000000002,28.854094
0,0.779999999999998,28.854094
0,1.96,28.854094
0,3.14,28.854094
0,4.32,28.854094
0,5.5,28.854094
0,6.68,28.854094
0,7.86,28.854094
0,9.04,28.854094
0,10.22,28.854094
0,11.4,28.854094
0,12.58,28.854094
0,13.76,28.854094
0,14.94,28.854094
0,16.12,28.854094
0,17.3,28.854094
0,18.48,28.854094
0,19.66,28.854094
0,20.84,28.854094
0,22.02,28.854094
0,23.2,28.854094
0,24.38,28.854094
1.18,-24,28.854094
1.18,-22.82,28.854094
1.18,-21.64,28.854094
1.18,-20.46,28.854094
1.18,-19.28,28.854094
1.18,-18.1,28.854094
1.18,-16.92,28.854094
1.18,-15.74,28.854094
1.18,-14.56,28.854094
1.18,-13.38,28.854094
1.18,-12.2,28.854094
1.18,-11.02,28.854094
1.18,-9.84,28.854094
1.18,-8.66,28.854094
1.18,-7.48,28.854094
1.18,-6.3,28.854094
1.18,-5.12,28.854094
1.18,-3.94,28.854094
1.18,-2.76,28.854094
1.18,-1.58,28.854094
1.18,-0.400000000000002,28.854094
1.18,0.779999999999998,28.854094
1.18,1.96,28.854094
1.18,3.14,28.854094
1.18,4.32,28.854094
1.18,5.5,28.854094
1.18,6.68,28.854094
1.18,7.86,28.854094
1.18,9.04,28.854094
